symbol,date,direction,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,risk_points,pnl_points,rr_realized,risk_amount,pnl_amount,score,exit_reason,setup_notes
NIFTY,2026-05-13,BULLISH,2026-05-13 12:49:00,2026-05-13T12:54:00.000000,23468.45,23518.7,23361.5991,23518.7,106.8509,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-18,BEARISH,2026-05-18 11:47:00,2026-05-18T15:00:00.000000,23514.0,23665.8,23690.1214,23317.1,176.1214,2.5,0.25,650.0,162.5,70,TIME_EXIT,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-19,BULLISH,2026-05-19 09:41:00,2026-05-19T10:45:00.000000,23726.4,23768.95,23580.1795,23768.95,146.2205,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-19,BULLISH,2026-05-19 10:57:00,2026-05-19T10:59:00.000000,23774.0,23782.3,23713.3232,23782.3,60.6768,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-20,BULLISH,2026-05-20 10:54:00,2026-05-20T11:07:00.000000,23546.3,23576.15,23467.8098,23576.15,78.4902,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-21,BEARISH,2026-05-21 10:49:00,2026-05-21T10:56:00.000000,23748.95,23734.8,23797.9295,23729.55,48.9795,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-21,BEARISH,2026-05-21 11:43:00,2026-05-21T12:38:00.000000,23722.35,23641.35,23797.908,23639.9,75.558,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-22,BULLISH,2026-05-22 12:11:00,2026-05-22T12:48:00.000000,23804.05,23808.9,23745.1277,23808.9,58.9223,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-25,BEARISH,2026-05-25 12:00:00,2026-05-25T12:15:00.000000,23976.6,23965.75,23993.2259,23959.9,16.6259,25.0,2.5,650.0,1625.0,70,TARGET,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-25,BEARISH,2026-05-25 13:37:00,2026-05-25T14:38:00.000000,23980.2,23996.0027,23996.0027,23935.6,15.8027,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-26,BULLISH,2026-05-26 11:37:00,2026-05-26T12:43:00.000000,24057.95,24010.2134,24010.2134,24089.8,47.7366,-10.0,-1.0,650.0,-650.0,80,STOP,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-05-29,BULLISH,2026-05-29 09:37:00,2026-05-29T12:12:00.000000,23933.35,23852.1268,23852.1268,24002.8,81.2232,-10.0,-1.0,650.0,-650.0,80,STOP,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-02,BEARISH,2026-06-02 10:35:00,2026-06-02T12:46:00.000000,23336.8,23421.2366,23421.2366,23229.15,84.4366,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-03,BEARISH,2026-06-03 11:29:00,2026-06-03T11:57:00.000000,23215.85,23204.0,23261.8759,23194.8,46.0259,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-04,BULLISH,2026-06-04 09:36:00,2026-06-04T09:57:00.000000,23362.7,23427.05,23263.5482,23427.05,99.1518,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-04,BULLISH,2026-06-04 11:34:00,2026-06-04T11:42:00.000000,23401.55,23459.65,23313.5036,23459.65,88.0464,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-04,BEARISH,2026-06-04 13:30:00,2026-06-04T14:10:00.000000,23350.5,23428.1946,23428.1946,23332.8,77.6946,-10.0,-1.0,650.0,-650.0,80,STOP,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-05,BEARISH,2026-06-05 11:16:00,2026-06-05T13:15:00.000000,23442.65,23337.95,23522.3911,23331.8,79.7411,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-08,BULLISH,2026-06-08 10:31:00,2026-06-08T10:34:00.000000,23195.8,23215.55,23146.1196,23215.55,49.6804,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-08,BULLISH,2026-06-08 11:32:00,2026-06-08T12:11:00.000000,23198.1,23223.45,23148.1143,23223.45,49.9857,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-09,BEARISH,2026-06-09 10:49:00,2026-06-09T12:03:00.000000,23132.2,23202.8214,23202.8214,23089.9,70.6214,-10.0,-1.0,650.0,-650.0,80,STOP,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-09,BEARISH,2026-06-09 12:09:00,2026-06-09T12:22:00.000000,23178.05,23202.8214,23202.8214,23089.9,24.7714,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-09,BEARISH,2026-06-09 12:43:00,2026-06-09T12:44:00.000000,23200.15,23202.8214,23202.8214,23089.9,2.6714,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-09,BEARISH,2026-06-09 13:05:00,2026-06-09T13:11:00.000000,23186.35,23202.8214,23202.8214,23089.9,16.4714,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-09,BEARISH,2026-06-09 13:22:00,2026-06-09T13:25:00.000000,23198.95,23202.8214,23202.8214,23089.9,3.8714,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-09,BEARISH,2026-06-09 13:30:00,2026-06-09T13:34:00.000000,23198.35,23202.8214,23202.8214,23089.9,4.4714,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-11,BEARISH,2026-06-11 09:57:00,2026-06-11T10:27:00.000000,23128.45,23202.8214,23202.8214,23089.9,74.3714,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-11,BEARISH,2026-06-11 10:50:00,2026-06-11T11:06:00.000000,23184.45,23202.8214,23202.8214,23089.9,18.3714,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
NIFTY,2026-06-11,BEARISH,2026-06-11 11:14:00,2026-06-11T11:18:00.000000,23181.65,23202.8214,23202.8214,23089.9,21.1714,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;lots=1;margin=120000.0;Ratio;trig=ma_crossover;sl=5m_origin
SENSEX,2026-05-13,BULLISH,2026-05-13 13:32:00,2026-05-13T15:00:00.000000,74994.8,74682.8,74644.5561,75191.57,350.2439,5.0,0.25,800.0,200.0,80,TIME_EXIT,BOS;fib_golden_zone;vwap_aligned;lots=2;margin=200000.0;Ratio;trig=ma_crossover;sl=5m_origin
SENSEX,2026-05-14,BULLISH,2026-05-14 13:00:00,2026-05-14T13:04:00.000000,75476.48,75572.07,75325.4254,75572.07,151.0546,50.0,2.5,800.0,2000.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=2;margin=200000.0;Ratio;trig=ma_crossover;sl=5m_origin
SENSEX,2026-05-14,BULLISH,2026-05-14 13:15:00,2026-05-14T13:36:00.000000,75515.11,75600.51,75325.698,75600.51,189.412,50.0,2.5,800.0,2000.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=2;margin=200000.0;Ratio;trig=ma_crossover;sl=5m_origin
SENSEX,2026-05-15,BEARISH,2026-05-15 11:00:00,2026-05-15T11:04:00.000000,75795.69,75700.2,75859.4268,75657.55,63.7368,50.0,2.5,800.0,2000.0,70,TARGET,BOS;fib_golden_zone;lots=2;margin=200000.0;Ratio;trig=ma_crossover;sl=5m_origin
SENSEX,2026-05-18,BEARISH,2026-05-18 11:47:00,2026-05-18T15:00:00.000000,74873.71,75366.43,75380.878,74180.26,507.168,5.0,0.25,800.0,200.0,70,TIME_EXIT,BOS;fib_golden_zone;lots=2;margin=200000.0;Ratio;trig=ma_crossover;sl=5m_origin
SENSEX,2026-05-19,BULLISH,2026-05-19 10:57:00,2026-05-19T10:58:00.000000,75723.83,75746.27,75553.123,75746.27,170.707,50.0,2.5,800.0,2000.0,80,TARGET,BOS;fib_golden_zone;vwap_aligned;lots=2;margin=200000.0;Ratio;trig=ma_crossover;sl=5m_origin
