symbol,date,direction,entry_time,exit_time,entry_price,exit_price,stop_price,target_price,risk_points,pnl_points,rr_realized,risk_amount,pnl_amount,score,exit_reason,setup_notes
NIFTY,2025-12-04,BEARISH,2025-12-04 12:40:00,2025-12-04T12:45:00.000000,26029.1065,26004.85,26047.9429,26004.85,18.8364,25.0,2.5,650.0,1625.0,90,TARGET,BOS;fib_golden_zone;vwap_aligned;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-04,BEARISH,2025-12-04 13:30:00,2025-12-04T13:35:00.000000,26023.1473,25989.25,26047.3,25989.25,24.1527,25.0,2.5,650.0,1625.0,100,TARGET,BOS;fib_golden_zone;vwap_aligned;volume_expansion;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-05,BULLISH,2025-12-05 10:00:00,2025-12-05T10:05:00.000000,26023.8,26092.6,25977.9598,26092.6,45.8402,25.0,2.5,650.0,1625.0,100,TARGET,BOS;fib_golden_zone;vwap_aligned;volume_expansion;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-05,BULLISH,2025-12-05 10:30:00,2025-12-05T10:45:00.000000,26034.437,26113.85,25977.2705,26113.85,57.1665,25.0,2.5,650.0,1625.0,80,TARGET,BOS;fib_golden_zone;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-09,BULLISH,2025-12-09 12:55:00,2025-12-09T14:30:00.000000,25858.2347,25812.1295,25812.1295,25923.65,46.1052,-10.0,-1.0,650.0,-650.0,90,STOP,BOS;fib_golden_zone;vwap_aligned;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-10,BEARISH,2025-12-10 13:25:00,2025-12-10T14:00:00.000000,25837.7104,25768.0,25885.0821,25768.0,47.3717,25.0,2.5,650.0,1625.0,100,TARGET,BOS;fib_golden_zone;vwap_aligned;volume_expansion;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-11,BEARISH,2025-12-11 09:35:00,2025-12-11T09:40:00.000000,25787.3,25719.0,25810.3196,25719.0,23.0196,25.0,2.5,650.0,1625.0,90,TARGET,BOS;fib_golden_zone;vwap_aligned;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-11,BEARISH,2025-12-11 10:05:00,2025-12-11T10:15:00.000000,25761.1064,25811.1839,25811.1839,25693.25,50.0775,-10.0,-1.0,650.0,-650.0,80,STOP,BOS;fib_golden_zone;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-16,BEARISH,2025-12-16 11:30:00,2025-12-16T11:35:00.000000,25905.7,25888.15,25914.867,25888.15,9.167,25.0,2.5,650.0,1625.0,90,TARGET,BOS;fib_golden_zone;vwap_aligned;greeks_iv_proxy_ok;lots=1;margin=120000.0;Ratio
NIFTY,2025-12-16,BEARISH,2025-12-16 12:20:00,2025-12-16T13:40:00.000000,25895.8189,25914.8045,25914.8045,25870.45,18.9856,-10.0,-1.0,650.0,-650.0,70,STOP,BOS;fib_golden_zone;vwap_aligned;lots=1;margin=120000.0;Ratio
