strategy,week_start,week_end,total_trades,wins,losses,win_loss_ratio,win_rate,gross_profit,gross_loss,max_drawdown,average_slippage
PullbackSniper,2026-01-19,2026-01-25,2,2,0,2.0,100.0,31.2972,0,0.0,0.0
