strategy,week_start,week_end,total_trades,wins,losses,win_loss_ratio,win_rate,gross_profit,gross_loss,max_drawdown,average_slippage
PullbackSniper,2026-06-22,2026-06-28,0,0,0,0.0,0.0,0,0,0.0,0.0
