strategy,week_start,week_end,total_trades,wins,losses,win_loss_ratio,win_rate,gross_profit,gross_loss,max_drawdown,average_slippage
LiquiditySweepA,2026-05-25,2026-05-31,1,0,1,0.0,0.0,0,7.736,0.0,0.0
