strategy,week_start,week_end,total_trades,wins,losses,win_loss_ratio,win_rate,gross_profit,gross_loss,max_drawdown,average_slippage
MtfTrendB,2026-06-08,2026-06-14,8,4,4,1.0,50.0,291.1772,276.2215,269.1484,0.0
