symbol,timestamp,datetime,open,high,low,close,volume,open_interest
ADANIPORTS,1765165500.0,2025-12-08 09:15:00,1509.4,1510.9,1504.0,1504.9,15569.0,0.0
ADANIPORTS,1765165800.0,2025-12-08 09:20:00,1505.4,1509.0,1503.0,1506.3,58547.0,0.0
ADANIPORTS,1765166100.0,2025-12-08 09:25:00,1506.6,1507.1,1501.5,1502.2,14056.0,0.0
ADANIPORTS,1765166400.0,2025-12-08 09:30:00,1502.6,1506.4,1501.8,1503.9,10085.0,0.0
ADANIPORTS,1765166700.0,2025-12-08 09:35:00,1503.7,1504.0,1501.0,1501.5,8655.0,0.0
ADANIPORTS,1765167000.0,2025-12-08 09:40:00,1501.8,1505.8,1501.0,1504.4,12184.0,0.0
ADANIPORTS,1765167300.0,2025-12-08 09:45:00,1504.5,1504.5,1501.1,1501.1,9129.0,0.0
ADANIPORTS,1765167600.0,2025-12-08 09:50:00,1501.4,1501.4,1499.0,1500.3,15394.0,0.0
ADANIPORTS,1765167900.0,2025-12-08 09:55:00,1500.1,1501.2,1499.0,1500.0,6573.0,0.0
ADANIPORTS,1765168200.0,2025-12-08 10:00:00,1500.0,1500.4,1496.1,1496.8,15501.0,0.0
ADANIPORTS,1765168500.0,2025-12-08 10:05:00,1497.2,1498.0,1495.7,1495.7,12299.0,0.0
ADANIPORTS,1765168800.0,2025-12-08 10:10:00,1495.5,1495.5,1492.1,1494.1,35213.0,0.0
ADANIPORTS,1765169100.0,2025-12-08 10:15:00,1493.7,1495.0,1493.0,1494.5,7959.0,0.0
ADANIPORTS,1765169400.0,2025-12-08 10:20:00,1494.5,1497.5,1494.2,1497.3,11287.0,0.0
ADANIPORTS,1765169700.0,2025-12-08 10:25:00,1497.2,1497.5,1496.0,1497.2,8240.0,0.0
ADANIPORTS,1765170000.0,2025-12-08 10:30:00,1497.4,1498.0,1496.3,1497.3,6506.0,0.0
ADANIPORTS,1765170300.0,2025-12-08 10:35:00,1497.0,1497.9,1496.5,1497.4,4400.0,0.0
ADANIPORTS,1765170600.0,2025-12-08 10:40:00,1497.5,1498.8,1496.6,1498.3,4948.0,0.0
ADANIPORTS,1765170900.0,2025-12-08 10:45:00,1498.3,1498.9,1497.5,1497.9,7102.0,0.0
ADANIPORTS,1765171200.0,2025-12-08 10:50:00,1497.9,1498.8,1497.0,1498.0,3863.0,0.0
ADANIPORTS,1765171500.0,2025-12-08 10:55:00,1498.6,1499.2,1497.7,1498.0,6986.0,0.0
ADANIPORTS,1765171800.0,2025-12-08 11:00:00,1498.0,1498.2,1496.9,1498.0,3594.0,0.0
ADANIPORTS,1765172100.0,2025-12-08 11:05:00,1498.0,1498.4,1497.0,1498.0,5000.0,0.0
ADANIPORTS,1765172400.0,2025-12-08 11:10:00,1498.0,1498.6,1497.1,1497.5,7191.0,0.0
