symbol,timestamp,datetime,open,high,low,close,volume,open_interest
NIFTY,1765338600.0,2025-12-10 09:20:00,25880.4,25881.95,25846.75,25855.65,4054808.0,0.0
NIFTY,1765338900.0,2025-12-10 09:25:00,25855.35,25887.9,25840.55,25887.4,2955923.0,0.0
NIFTY,1765339200.0,2025-12-10 09:30:00,25888.05,25905.55,25886.45,25901.95,3196240.0,0.0
NIFTY,1765339500.0,2025-12-10 09:35:00,25902.6,25913.3,25901.0,25908.5,2467603.0,0.0
NIFTY,1765339800.0,2025-12-10 09:40:00,25909.1,25916.9,25895.15,25905.75,2423469.0,0.0
NIFTY,1765340100.0,2025-12-10 09:45:00,25906.1,25920.2,25890.0,25890.5,2368193.0,0.0
NIFTY,1765340400.0,2025-12-10 09:50:00,25890.05,25898.95,25885.95,25891.9,2018670.0,0.0
NIFTY,1765340700.0,2025-12-10 09:55:00,25891.9,25893.7,25876.65,25878.15,2034732.0,0.0
NIFTY,1765341000.0,2025-12-10 10:00:00,25878.25,25909.0,25878.05,25902.35,1739942.0,0.0
NIFTY,1765341300.0,2025-12-10 10:05:00,25902.65,25919.75,25900.35,25914.2,1691699.0,0.0
NIFTY,1765341600.0,2025-12-10 10:10:00,25913.8,25922.25,25912.7,25919.85,1721047.0,0.0
NIFTY,1765341900.0,2025-12-10 10:15:00,25920.8,25933.35,25916.9,25928.7,1895206.0,0.0
NIFTY,1765342200.0,2025-12-10 10:20:00,25929.2,25938.25,25928.2,25933.35,2121214.0,0.0
NIFTY,1765342500.0,2025-12-10 10:25:00,25934.45,25947.65,25917.95,25918.9,2040266.0,0.0
NIFTY,1765342800.0,2025-12-10 10:30:00,25919.25,25935.1,25919.25,25929.55,2212914.0,0.0
NIFTY,1765343100.0,2025-12-10 10:35:00,25929.25,25938.8,25916.45,25917.9,2203376.0,0.0
NIFTY,1765343400.0,2025-12-10 10:40:00,25918.65,25923.2,25907.25,25921.45,1487568.0,0.0
NIFTY,1765343700.0,2025-12-10 10:45:00,25922.2,25923.35,25889.0,25890.95,2104038.0,0.0
NIFTY,1765344000.0,2025-12-10 10:50:00,25890.45,25891.7,25856.65,25859.4,2635354.0,0.0
NIFTY,1765344300.0,2025-12-10 10:55:00,25859.8,25865.95,25834.25,25835.3,2270564.0,0.0
