symbol,timestamp,datetime,open,high,low,close,volume,open_interest
AXISBANK,1765165500.0,2025-12-08 09:15:00,1284.0,1288.8,1281.3,1281.6,91672.0,0.0
AXISBANK,1765165800.0,2025-12-08 09:20:00,1281.6,1282.2,1280.0,1280.5,50995.0,0.0
AXISBANK,1765166100.0,2025-12-08 09:25:00,1280.4,1280.6,1277.7,1278.6,30575.0,0.0
AXISBANK,1765166400.0,2025-12-08 09:30:00,1278.6,1278.8,1273.6,1274.2,46798.0,0.0
AXISBANK,1765166700.0,2025-12-08 09:35:00,1274.4,1274.8,1273.5,1274.6,25188.0,0.0
AXISBANK,1765167000.0,2025-12-08 09:40:00,1274.2,1274.6,1272.2,1272.6,24585.0,0.0
AXISBANK,1765167300.0,2025-12-08 09:45:00,1272.6,1273.7,1271.5,1271.5,27304.0,0.0
AXISBANK,1765167600.0,2025-12-08 09:50:00,1271.5,1271.8,1270.3,1271.1,18579.0,0.0
AXISBANK,1765167900.0,2025-12-08 09:55:00,1271.1,1271.4,1269.8,1270.2,19522.0,0.0
AXISBANK,1765168200.0,2025-12-08 10:00:00,1270.7,1270.8,1270.0,1270.7,14232.0,0.0
AXISBANK,1765168500.0,2025-12-08 10:05:00,1270.6,1271.4,1270.3,1270.8,13283.0,0.0
AXISBANK,1765168800.0,2025-12-08 10:10:00,1271.0,1271.0,1269.2,1270.3,21344.0,0.0
AXISBANK,1765169100.0,2025-12-08 10:15:00,1270.2,1272.9,1270.1,1272.7,25770.0,0.0
AXISBANK,1765169400.0,2025-12-08 10:20:00,1272.9,1274.0,1272.4,1273.4,43365.0,0.0
AXISBANK,1765169700.0,2025-12-08 10:25:00,1273.4,1273.9,1272.5,1273.3,16502.0,0.0
AXISBANK,1765170000.0,2025-12-08 10:30:00,1273.3,1273.5,1272.5,1273.0,19324.0,0.0
AXISBANK,1765170300.0,2025-12-08 10:35:00,1273.0,1273.8,1272.7,1273.3,17001.0,0.0
AXISBANK,1765170600.0,2025-12-08 10:40:00,1273.3,1274.4,1272.8,1273.9,39704.0,0.0
