symbol,timestamp,datetime,open,high,low,close,volume,open_interest
BAJFINANCE,1765165500.0,2025-12-08 09:15:00,1048.0,1049.8,1036.0,1039.6,225205.0,0.0
BAJFINANCE,1765165800.0,2025-12-08 09:20:00,1039.8,1040.3,1037.7,1039.0,80899.0,0.0
BAJFINANCE,1765166100.0,2025-12-08 09:25:00,1039.2,1039.8,1037.5,1037.6,58614.0,0.0
BAJFINANCE,1765166400.0,2025-12-08 09:30:00,1037.9,1038.4,1036.7,1037.3,66570.0,0.0
BAJFINANCE,1765166700.0,2025-12-08 09:35:00,1037.2,1038.4,1036.8,1037.6,53288.0,0.0
BAJFINANCE,1765167000.0,2025-12-08 09:40:00,1037.8,1037.9,1035.2,1035.4,47633.0,0.0
BAJFINANCE,1765167300.0,2025-12-08 09:45:00,1035.2,1036.3,1032.6,1032.6,105345.0,0.0
BAJFINANCE,1765167600.0,2025-12-08 09:50:00,1032.9,1033.0,1028.5,1029.1,106059.0,0.0
BAJFINANCE,1765167900.0,2025-12-08 09:55:00,1029.1,1030.2,1028.0,1028.8,86543.0,0.0
BAJFINANCE,1765168200.0,2025-12-08 10:00:00,1029.0,1029.6,1027.7,1028.6,58374.0,0.0
BAJFINANCE,1765168500.0,2025-12-08 10:05:00,1028.6,1028.6,1026.8,1027.3,50772.0,0.0
BAJFINANCE,1765168800.0,2025-12-08 10:10:00,1027.3,1027.5,1024.0,1025.8,100149.0,0.0
BAJFINANCE,1765169100.0,2025-12-08 10:15:00,1025.1,1028.4,1024.6,1028.2,69945.0,0.0
BAJFINANCE,1765169400.0,2025-12-08 10:20:00,1028.3,1031.4,1027.4,1030.3,52363.0,0.0
BAJFINANCE,1765169700.0,2025-12-08 10:25:00,1030.3,1030.5,1028.3,1030.0,32930.0,0.0
BAJFINANCE,1765170000.0,2025-12-08 10:30:00,1029.7,1030.0,1029.0,1029.7,30637.0,0.0
BAJFINANCE,1765170300.0,2025-12-08 10:35:00,1029.7,1031.4,1029.0,1031.0,25813.0,0.0
BAJFINANCE,1765170600.0,2025-12-08 10:40:00,1031.5,1032.0,1030.6,1031.1,32826.0,0.0
BAJFINANCE,1765170900.0,2025-12-08 10:45:00,1031.0,1031.0,1029.4,1030.0,23555.0,0.0
BAJFINANCE,1765171200.0,2025-12-08 10:50:00,1030.3,1031.0,1029.7,1030.8,14438.0,0.0
BAJFINANCE,1765171500.0,2025-12-08 10:55:00,1030.9,1030.9,1028.4,1028.5,38268.0,0.0
BAJFINANCE,1765171800.0,2025-12-08 11:00:00,1028.5,1029.4,1027.3,1027.5,27067.0,0.0
BAJFINANCE,1765172100.0,2025-12-08 11:05:00,1027.3,1029.1,1027.3,1028.7,24304.0,0.0
BAJFINANCE,1765172400.0,2025-12-08 11:10:00,1028.7,1030.5,1028.7,1030.4,24420.0,0.0
BAJFINANCE,1765172700.0,2025-12-08 11:15:00,1030.4,1030.7,1029.5,1029.8,16960.0,0.0
BAJFINANCE,1765173000.0,2025-12-08 11:20:00,1030.0,1030.4,1028.4,1029.9,32888.0,0.0
BAJFINANCE,1765173300.0,2025-12-08 11:25:00,1029.9,1030.4,1028.3,1028.3,14232.0,0.0
BAJFINANCE,1765173600.0,2025-12-08 11:30:00,1028.3,1029.8,1028.2,1029.2,20826.0,0.0
BAJFINANCE,1765173900.0,2025-12-08 11:35:00,1029.3,1029.9,1028.2,1028.9,25687.0,0.0
BAJFINANCE,1765174200.0,2025-12-08 11:40:00,1028.6,1031.1,1028.1,1031.1,79013.0,0.0
BAJFINANCE,1765174500.0,2025-12-08 11:45:00,1031.1,1031.1,1029.3,1030.7,46393.0,0.0
BAJFINANCE,1765174800.0,2025-12-08 11:50:00,1030.7,1031.2,1030.5,1030.8,12148.0,0.0
BAJFINANCE,1765175100.0,2025-12-08 11:55:00,1031.0,1031.0,1029.6,1030.2,24418.0,0.0
BAJFINANCE,1765175400.0,2025-12-08 12:00:00,1030.2,1030.2,1028.2,1029.0,27549.0,0.0
BAJFINANCE,1765175700.0,2025-12-08 12:05:00,1029.0,1030.0,1028.5,1029.1,68033.0,0.0
BAJFINANCE,1765176000.0,2025-12-08 12:10:00,1029.1,1031.4,1028.9,1029.0,147040.0,0.0
BAJFINANCE,1765176300.0,2025-12-08 12:15:00,1029.0,1030.2,1028.9,1029.4,41724.0,0.0
BAJFINANCE,1765176600.0,2025-12-08 12:20:00,1029.4,1031.1,1029.0,1030.4,48058.0,0.0
BAJFINANCE,1765176900.0,2025-12-08 12:25:00,1030.4,1030.5,1029.6,1030.0,12307.0,0.0
BAJFINANCE,1765177200.0,2025-12-08 12:30:00,1030.0,1030.0,1028.3,1028.3,25578.0,0.0
BAJFINANCE,1765177500.0,2025-12-08 12:35:00,1028.4,1029.5,1028.3,1029.0,32760.0,0.0
BAJFINANCE,1765177800.0,2025-12-08 12:40:00,1029.1,1030.4,1028.9,1030.0,84936.0,0.0
BAJFINANCE,1765178100.0,2025-12-08 12:45:00,1030.0,1030.6,1029.7,1030.2,12849.0,0.0
BAJFINANCE,1765178400.0,2025-12-08 12:50:00,1030.6,1030.9,1030.0,1030.2,16965.0,0.0
BAJFINANCE,1765178700.0,2025-12-08 12:55:00,1030.5,1030.9,1030.0,1030.3,25396.0,0.0
BAJFINANCE,1765179000.0,2025-12-08 13:00:00,1030.3,1030.8,1029.8,1030.2,103456.0,0.0
BAJFINANCE,1765179300.0,2025-12-08 13:05:00,1030.5,1030.8,1029.7,1030.2,46610.0,0.0
BAJFINANCE,1765179600.0,2025-12-08 13:10:00,1030.2,1031.6,1030.0,1030.8,36110.0,0.0
BAJFINANCE,1765179900.0,2025-12-08 13:15:00,1030.7,1030.8,1029.6,1029.7,39553.0,0.0
BAJFINANCE,1765180200.0,2025-12-08 13:20:00,1029.7,1029.7,1026.5,1027.3,61511.0,0.0
BAJFINANCE,1765180500.0,2025-12-08 13:25:00,1027.3,1027.3,1026.5,1026.9,59209.0,0.0
BAJFINANCE,1765180800.0,2025-12-08 13:30:00,1026.8,1027.1,1025.5,1026.2,125210.0,0.0
BAJFINANCE,1765181100.0,2025-12-08 13:35:00,1026.0,1026.2,1024.7,1026.0,55835.0,0.0
BAJFINANCE,1765181400.0,2025-12-08 13:40:00,1026.0,1027.4,1025.4,1026.0,32403.0,0.0
BAJFINANCE,1765181700.0,2025-12-08 13:45:00,1026.0,1027.2,1025.9,1026.5,28497.0,0.0
BAJFINANCE,1765182000.0,2025-12-08 13:50:00,1026.7,1027.0,1026.0,1026.9,24126.0,0.0
BAJFINANCE,1765182300.0,2025-12-08 13:55:00,1026.9,1027.0,1026.2,1026.7,17745.0,0.0
BAJFINANCE,1765182600.0,2025-12-08 14:00:00,1026.8,1027.0,1026.0,1026.7,51983.0,0.0
BAJFINANCE,1765182900.0,2025-12-08 14:05:00,1027.0,1028.3,1026.5,1028.1,102083.0,0.0
BAJFINANCE,1765183200.0,2025-12-08 14:10:00,1028.1,1028.9,1025.9,1026.1,72331.0,0.0
BAJFINANCE,1765183500.0,2025-12-08 14:15:00,1026.1,1027.5,1025.5,1026.9,101354.0,0.0
BAJFINANCE,1765183800.0,2025-12-08 14:20:00,1027.1,1027.5,1026.0,1027.2,52301.0,0.0
BAJFINANCE,1765184100.0,2025-12-08 14:25:00,1027.2,1027.4,1026.0,1026.5,55928.0,0.0
BAJFINANCE,1765184400.0,2025-12-08 14:30:00,1026.9,1026.9,1025.3,1025.4,75105.0,0.0
BAJFINANCE,1765184700.0,2025-12-08 14:35:00,1025.5,1026.3,1025.0,1025.9,89260.0,0.0
BAJFINANCE,1765185000.0,2025-12-08 14:40:00,1026.0,1026.4,1023.0,1025.0,127358.0,0.0
BAJFINANCE,1765185300.0,2025-12-08 14:45:00,1025.0,1025.7,1024.0,1025.4,74832.0,0.0
BAJFINANCE,1765185600.0,2025-12-08 14:50:00,1025.4,1027.2,1025.2,1026.5,188416.0,0.0
BAJFINANCE,1765185900.0,2025-12-08 14:55:00,1026.5,1027.1,1024.2,1025.0,71031.0,0.0
BAJFINANCE,1765186200.0,2025-12-08 15:00:00,1024.7,1027.2,1024.7,1027.0,132333.0,0.0
BAJFINANCE,1765186500.0,2025-12-08 15:05:00,1026.9,1027.7,1026.1,1026.5,249675.0,0.0
BAJFINANCE,1765186800.0,2025-12-08 15:10:00,1026.6,1028.5,1026.6,1027.3,196839.0,0.0
BAJFINANCE,1765187100.0,2025-12-08 15:15:00,1027.3,1027.5,1025.8,1026.5,258396.0,0.0
BAJFINANCE,1765187400.0,2025-12-08 15:20:00,1026.5,1026.5,1024.7,1025.4,210555.0,0.0
BAJFINANCE,1765187700.0,2025-12-08 15:25:00,1025.3,1026.0,1023.4,1025.4,159209.0,0.0
BAJFINANCE,1765251900.0,2025-12-09 09:15:00,1025.0,1026.0,1019.2,1022.9,122923.0,0.0
BAJFINANCE,1765252200.0,2025-12-09 09:20:00,1022.9,1024.6,1021.0,1023.4,49228.0,0.0
BAJFINANCE,1765252500.0,2025-12-09 09:25:00,1023.6,1023.7,1022.5,1023.3,21929.0,0.0
BAJFINANCE,1765252800.0,2025-12-09 09:30:00,1023.0,1023.6,1020.1,1022.4,52193.0,0.0
BAJFINANCE,1765253100.0,2025-12-09 09:35:00,1022.4,1022.7,1021.0,1021.8,50209.0,0.0
BAJFINANCE,1765253400.0,2025-12-09 09:40:00,1021.7,1021.9,1020.8,1020.9,33977.0,0.0
BAJFINANCE,1765253700.0,2025-12-09 09:45:00,1020.9,1021.5,1018.5,1019.5,57169.0,0.0
BAJFINANCE,1765254000.0,2025-12-09 09:50:00,1018.9,1019.4,1013.9,1014.3,139505.0,0.0
BAJFINANCE,1765254300.0,2025-12-09 09:55:00,1014.3,1016.3,1014.0,1015.5,54146.0,0.0
BAJFINANCE,1765254600.0,2025-12-09 10:00:00,1015.5,1017.2,1015.1,1016.6,36133.0,0.0
BAJFINANCE,1765254900.0,2025-12-09 10:05:00,1016.7,1016.8,1015.2,1016.3,52707.0,0.0
BAJFINANCE,1765255200.0,2025-12-09 10:10:00,1015.9,1017.6,1015.7,1017.0,41930.0,0.0
BAJFINANCE,1765255500.0,2025-12-09 10:15:00,1017.0,1019.5,1016.7,1017.9,185876.0,0.0
BAJFINANCE,1765255800.0,2025-12-09 10:20:00,1018.3,1018.7,1016.6,1018.1,100511.0,0.0
BAJFINANCE,1765256100.0,2025-12-09 10:25:00,1018.2,1018.9,1017.2,1017.2,31219.0,0.0
BAJFINANCE,1765256400.0,2025-12-09 10:30:00,1017.3,1018.9,1015.0,1015.6,515840.0,0.0
BAJFINANCE,1765256700.0,2025-12-09 10:35:00,1015.7,1015.9,1013.7,1015.5,73494.0,0.0
BAJFINANCE,1765257000.0,2025-12-09 10:40:00,1015.8,1017.5,1015.5,1016.6,85744.0,0.0
BAJFINANCE,1765257300.0,2025-12-09 10:45:00,1016.6,1016.8,1015.3,1016.6,24300.0,0.0
BAJFINANCE,1765257600.0,2025-12-09 10:50:00,1016.6,1018.4,1015.4,1017.7,197788.0,0.0
BAJFINANCE,1765257900.0,2025-12-09 10:55:00,1017.8,1018.6,1017.5,1018.0,168352.0,0.0
BAJFINANCE,1765258200.0,2025-12-09 11:00:00,1018.0,1018.9,1016.8,1017.2,124712.0,0.0
BAJFINANCE,1765258500.0,2025-12-09 11:05:00,1017.2,1017.9,1016.9,1017.7,20790.0,0.0
BAJFINANCE,1765258800.0,2025-12-09 11:10:00,1017.7,1021.1,1017.1,1021.1,54175.0,0.0
BAJFINANCE,1765259100.0,2025-12-09 11:15:00,1021.2,1022.2,1020.0,1020.7,52431.0,0.0
BAJFINANCE,1765259400.0,2025-12-09 11:20:00,1020.7,1020.9,1020.0,1020.9,36903.0,0.0
BAJFINANCE,1765259700.0,2025-12-09 11:25:00,1020.9,1022.0,1020.6,1021.2,59808.0,0.0
BAJFINANCE,1765260000.0,2025-12-09 11:30:00,1021.1,1022.3,1021.0,1021.9,21995.0,0.0
BAJFINANCE,1765260300.0,2025-12-09 11:35:00,1021.8,1022.0,1021.0,1021.5,17816.0,0.0
BAJFINANCE,1765260600.0,2025-12-09 11:40:00,1021.6,1022.1,1020.5,1020.5,94415.0,0.0
BAJFINANCE,1765260900.0,2025-12-09 11:45:00,1020.4,1020.7,1017.4,1018.1,41902.0,0.0
BAJFINANCE,1765261200.0,2025-12-09 11:50:00,1018.1,1018.5,1017.3,1018.4,30552.0,0.0
BAJFINANCE,1765261500.0,2025-12-09 11:55:00,1018.5,1020.0,1017.9,1018.1,39225.0,0.0
BAJFINANCE,1765261800.0,2025-12-09 12:00:00,1018.2,1020.4,1017.9,1019.6,135494.0,0.0
BAJFINANCE,1765262100.0,2025-12-09 12:05:00,1019.7,1021.1,1019.0,1020.5,52177.0,0.0
BAJFINANCE,1765262400.0,2025-12-09 12:10:00,1020.5,1020.9,1019.7,1020.1,40621.0,0.0
BAJFINANCE,1765262700.0,2025-12-09 12:15:00,1020.1,1020.9,1020.0,1020.8,24283.0,0.0
BAJFINANCE,1765263000.0,2025-12-09 12:20:00,1020.8,1023.5,1020.3,1022.9,77244.0,0.0
BAJFINANCE,1765263300.0,2025-12-09 12:25:00,1022.8,1022.8,1020.1,1021.0,48247.0,0.0
BAJFINANCE,1765263600.0,2025-12-09 12:30:00,1021.1,1022.0,1020.8,1021.7,56401.0,0.0
BAJFINANCE,1765263900.0,2025-12-09 12:35:00,1021.7,1022.1,1019.3,1019.8,44411.0,0.0
BAJFINANCE,1765264200.0,2025-12-09 12:40:00,1019.6,1021.2,1019.5,1020.2,41678.0,0.0
BAJFINANCE,1765264500.0,2025-12-09 12:45:00,1020.3,1021.0,1020.2,1020.2,50275.0,0.0
BAJFINANCE,1765264800.0,2025-12-09 12:50:00,1020.2,1020.3,1019.1,1019.7,29466.0,0.0
BAJFINANCE,1765265100.0,2025-12-09 12:55:00,1019.6,1020.2,1018.4,1020.0,70023.0,0.0
BAJFINANCE,1765265400.0,2025-12-09 13:00:00,1020.0,1021.0,1020.0,1020.9,28320.0,0.0
BAJFINANCE,1765265700.0,2025-12-09 13:05:00,1020.9,1021.1,1020.0,1020.1,15436.0,0.0
BAJFINANCE,1765266000.0,2025-12-09 13:10:00,1020.1,1020.1,1020.0,1020.1,13092.0,0.0
BAJFINANCE,1765266300.0,2025-12-09 13:15:00,1020.1,1020.4,1020.0,1020.2,22988.0,0.0
BAJFINANCE,1765266600.0,2025-12-09 13:20:00,1020.3,1021.0,1020.0,1020.4,28874.0,0.0
BAJFINANCE,1765266900.0,2025-12-09 13:25:00,1020.4,1021.0,1020.0,1020.5,21020.0,0.0
BAJFINANCE,1765267200.0,2025-12-09 13:30:00,1020.5,1022.5,1020.0,1022.2,48565.0,0.0
BAJFINANCE,1765267500.0,2025-12-09 13:35:00,1022.2,1022.2,1020.4,1021.8,68045.0,0.0
BAJFINANCE,1765267800.0,2025-12-09 13:40:00,1021.9,1022.3,1021.2,1021.5,23694.0,0.0
BAJFINANCE,1765268100.0,2025-12-09 13:45:00,1021.5,1021.6,1020.3,1020.7,20249.0,0.0
BAJFINANCE,1765268400.0,2025-12-09 13:50:00,1020.6,1022.1,1020.0,1022.0,38243.0,0.0
BAJFINANCE,1765268700.0,2025-12-09 13:55:00,1022.0,1023.6,1022.0,1022.8,49845.0,0.0
BAJFINANCE,1765269000.0,2025-12-09 14:00:00,1022.8,1023.2,1021.1,1021.4,43824.0,0.0
BAJFINANCE,1765269300.0,2025-12-09 14:05:00,1021.7,1022.5,1021.3,1022.3,42366.0,0.0
BAJFINANCE,1765269600.0,2025-12-09 14:10:00,1022.4,1022.7,1021.4,1022.1,52842.0,0.0
